action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_name_1,applicant_sex,applicant_sex_name,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_name_1,co_applicant_sex,co_applicant_sex_name,county_code,county_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,tract_to_msamd_income
3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,54.0,5,White,2,Female,5763.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,163.0,Wayne County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,53500.0,110,861.0,733.0,9.470000267028809,2345.0,140.32000732421875
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",44.0,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",1576.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,125.0,Oakland County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),79600.0,245,1516.0,1187.0,36.5099983215332,4946.0,121.6500015258789
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,83.0,5,White,1,Male,7201.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,93.0,Livingston County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,79600.0,233,1197.0,988.0,9.579999923706056,3570.0,81.26000213623047
3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,71.0,5,White,1,Male,101.0,2,Not Hispanic or Latino,5,White,2,Female,15.0,Barry County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,67000.0,85,2476.0,1501.0,7.619999885559082,5668.0,83.36000061035156
4,Application withdrawn by applicant,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,46.0,5,White,2,Female,9505.0,2,Not Hispanic or Latino,5,White,1,Male,129.0,Ogemaw County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,55800.0,104,1958.0,1331.0,5.170000076293945,4587.0,82.72000122070312
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,134.0,5,White,2,Female,2145.0,2,Not Hispanic or Latino,5,White,1,Male,99.0,Macomb County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,79600.0,360,1575.0,1477.0,4.300000190734863,4561.0,148.52000427246094
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,81.0,5,White,1,Male,6304.0,2,Not Hispanic or Latino,5,White,2,Female,147.0,St. Clair County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),79600.0,162,2158.0,1856.0,7.260000228881836,5620.0,93.25
1,Loan originated,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",26.0,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",2234.0,3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",99.0,Macomb County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),79600.0,93,3188.0,3052.0,10.229999542236328,9630.0,131.97000122070312
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,148.0,7,Not applicable,4,Not applicable,1452.0,4,Not applicable,7,Not applicable,4,Not applicable,125.0,Oakland County,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),79600.0,391,1100.0,897.0,11.3100004196167,3668.0,106.75
3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,46.0,3,Black or African American,2,Female,148.04,5,No co-applicant,8,No co-applicant,5,No co-applicant,81.0,Kent County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,67000.0,142,2224.0,1734.0,27.93000030517578,8414.0,89.80999755859375
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,78.0,5,White,2,Female,5339.0,2,Not Hispanic or Latino,2,Asian,2,Female,163.0,Wayne County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",53500.0,38,499.0,352.0,76.9800033569336,3136.0,46.220001220703125
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,24.0,3,Black or African American,2,Female,5386.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,163.0,Wayne County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,53500.0,23,2104.0,1428.0,99.75,5594.0,100.54000091552734
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,136.0,5,White,1,Male,1361.01,2,Not Hispanic or Latino,5,White,2,Female,125.0,Oakland County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),79600.0,299,1609.0,1283.0,36.119998931884766,4848.0,134.25999450683594
1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,90.0,5,White,1,Male,1669.0,2,Not Hispanic or Latino,5,White,2,Female,125.0,Oakland County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,79600.0,146,1412.0,1208.0,22.6200008392334,3617.0,120.22000122070312
1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,73.0,5,White,2,Female,119.02,2,Not Hispanic or Latino,5,White,1,Male,81.0,Kent County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,1,Preapproval was requested,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),67000.0,202,2339.0,2211.0,10.25,7300.0,188.52999877929688
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,33.0,5,White,2,Female,27.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,121.0,Muskegon County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,53500.0,162,3034.0,2516.0,8.300000190734863,7474.0,116.48999786376952
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,45.0,5,White,2,Female,5629.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,163.0,Wayne County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),53500.0,126,1265.0,1120.0,9.649999618530272,3565.0,132.14999389648438
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,Not applicable,4,Not applicable,26.01,5,No co-applicant,8,No co-applicant,5,No co-applicant,121.0,Muskegon County,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),53500.0,45,1648.0,1251.0,15.710000038146973,3449.0,77.94000244140625
3,Application denied by financial institution,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,145.0,5,White,1,Male,7438.0,2,Not Hispanic or Latino,5,White,2,Female,93.0,Livingston County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,79600.0,280,1859.0,1443.0,2.150000095367432,3816.0,117.97000122070312
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,55.0,5,White,2,Female,210.01,2,Not Hispanic or Latino,5,White,1,Male,45.0,Eaton County,2,Not a HOEPA loan,3,Not secured by a lien,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,68300.0,5,1442.0,1204.0,8.460000038146973,4576.0,101.75
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,,5,White,1,Male,2246.0,2,Not Hispanic or Latino,5,White,2,Female,99.0,Macomb County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),79600.0,129,2015.0,1711.0,16.489999771118164,6173.0,90.41000366210938
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,97.0,5,White,2,Female,1933.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,125.0,Oakland County,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),79600.0,112,1393.0,1154.0,24.93000030517578,4678.0,92.06999969482422
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,30.0,5,White,1,Male,2622.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,99.0,Macomb County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",79600.0,86,1854.0,1517.0,12.460000038146973,4397.0,84.16999816894531
5,File closed for incompleteness,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,104.0,5,White,1,Male,1569.0,2,Not Hispanic or Latino,5,White,2,Female,125.0,Oakland County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,79600.0,217,1117.0,1021.0,35.709999084472656,3058.0,148.05999755859375
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,26.0,5,White,1,Male,115.02,5,No co-applicant,8,No co-applicant,5,No co-applicant,49.0,Genesee County,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,53700.0,15,1423.0,1179.0,12.529999732971191,3215.0,119.1999969482422
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,47.0,5,White,1,Male,313.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,67.0,Ionia County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",55800.0,128,3098.0,2470.0,5.760000228881836,8087.0,114.69000244140624
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,44.0,5,White,1,Male,1.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,13.0,Baraga County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,55800.0,115,3101.0,1561.0,8.329999923706055,4036.0,91.1500015258789
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,60.0,5,White,2,Female,2902.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,111.0,Midland County,2,Not a HOEPA loan,2,Secured by a subordinate lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,65900.0,20,1411.0,842.0,9.859999656677246,3733.0,76.7300033569336
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,40.0,5,White,2,Female,126.04,5,No co-applicant,8,No co-applicant,5,No co-applicant,81.0,Kent County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),67000.0,125,1680.0,1467.0,36.130001068115234,5948.0,134.3699951171875
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,120.0,5,White,1,Male,1361.01,5,No co-applicant,8,No co-applicant,5,No co-applicant,125.0,Oakland County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,79600.0,280,1609.0,1283.0,36.119998931884766,4848.0,134.25999450683594
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,108.0,5,White,2,Female,2145.0,2,Not Hispanic or Latino,5,White,2,Female,99.0,Macomb County,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),79600.0,180,1575.0,1477.0,4.300000190734863,4561.0,148.52000427246094
1,Loan originated,5,NCUA,National Credit Union Administration,3,"Information not provided by applicant in mail, Internet, or telephone application",101.0,6,"Information not provided by applicant in mail, Internet, or telephone application",2,Female,118.04,5,No co-applicant,8,No co-applicant,5,No co-applicant,81.0,Kent County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),67000.0,394,1692.0,1578.0,9.06999969482422,4960.0,147.72000122070312
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,125.0,5,White,1,Male,1971.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,125.0,Oakland County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,79600.0,254,885.0,811.0,33.279998779296875,2617.0,154.4600067138672
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,79.0,5,White,1,Male,109.04,2,Not Hispanic or Latino,5,White,2,Female,81.0,Kent County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),67000.0,144,2305.0,2080.0,5.550000190734863,6885.0,137.22000122070312
3,Application denied by financial institution,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,27.0,5,White,2,Female,9706.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,117.0,Montcalm County,2,Not a HOEPA loan,3,Not secured by a lien,2,Home improvement,1,Conventional,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,67000.0,2,2494.0,1612.0,4.019999980926514,5202.0,80.26000213623047
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,75.0,7,Not applicable,4,Not applicable,20.04,4,Not applicable,7,Not applicable,4,Not applicable,77.0,Kalamazoo County,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),61800.0,75,1415.0,1295.0,15.229999542236328,4052.0,152.8000030517578
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,86.0,5,White,2,Female,209.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,139.0,Ottawa County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,1,Preapproval was requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,67000.0,117,2072.0,1226.0,2.8399999141693115,4430.0,88.6500015258789
6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,4,Not applicable,,7,Not applicable,4,Not applicable,10.0,4,Not applicable,7,Not applicable,4,Not applicable,21.0,Berrien County,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),61000.0,268,896.0,719.0,4.769999980926514,1739.0,126.31999969482422
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,124.0,5,White,1,Male,8327.0,2,Not Hispanic or Latino,5,White,2,Female,115.0,Monroe County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),71600.0,96,1056.0,849.0,3.7899999618530273,2559.0,112.94000244140624
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,85.0,2,Asian,2,Female,1687.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,125.0,Oakland County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,79600.0,296,1259.0,1078.0,40.20000076293945,3846.0,158.27999877929688
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,84.0,5,White,1,Male,215.0,2,Not Hispanic or Latino,5,White,2,Female,139.0,Ottawa County,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),67000.0,149,2749.0,2369.0,6.460000038146973,8096.0,98.2300033569336
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,399.0,5,White,1,Male,4001.0,2,Not Hispanic or Latino,5,White,2,Female,161.0,Washtenaw County,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),88300.0,269,190.0,165.0,41.400001525878906,1732.0,0.0
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,77.0,5,White,1,Male,1263.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,125.0,Oakland County,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),79600.0,357,1711.0,1430.0,7.420000076293945,4660.0,111.20999908447266
5,File closed for incompleteness,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,86.0,5,White,1,Male,1302.0,2,Not Hispanic or Latino,5,White,2,Female,125.0,Oakland County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,79600.0,286,2139.0,1755.0,5.130000114440918,5810.0,98.66999816894533
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,53.0,5,White,2,Female,1250.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,125.0,Oakland County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),79600.0,90,1441.0,1346.0,6.360000133514404,3508.0,93.29000091552734
1,Loan originated,5,NCUA,National Credit Union Administration,3,"Information not provided by applicant in mail, Internet, or telephone application",95.0,6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,29.01,3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",2,Female,77.0,Kalamazoo County,2,Not a HOEPA loan,2,Secured by a subordinate lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,61800.0,20,1509.0,1386.0,8.859999656677246,3838.0,110.62999725341795
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,1,Hispanic or Latino,172.0,6,"Information not provided by applicant in mail, Internet, or telephone application",2,Female,5645.04,1,Hispanic or Latino,6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,163.0,Wayne County,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),53500.0,400,2227.0,2026.0,30.899999618530277,6478.0,208.1499938964844
6,Loan purchased by the institution,3,FDIC,Federal Deposit Insurance Corporation,4,Not applicable,,7,Not applicable,4,Not applicable,2516.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,99.0,Macomb County,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),79600.0,140,1234.0,905.0,9.75,3170.0,81.04000091552734
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,78.0,7,Not applicable,4,Not applicable,1606.0,4,Not applicable,7,Not applicable,4,Not applicable,125.0,Oakland County,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),79600.0,123,1517.0,1378.0,64.36000061035156,4484.0,94.26000213623048
6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,4,Not applicable,,7,Not applicable,4,Not applicable,1730.0,4,Not applicable,7,Not applicable,4,Not applicable,125.0,Oakland County,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),79600.0,124,2316.0,1179.0,18.59000015258789,4530.0,59.09999847412109
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,51.0,5,White,2,Female,1307.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,125.0,Oakland County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,79600.0,168,2438.0,2048.0,5.920000076293945,6301.0,152.33999633789062
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,34.0,5,White,2,Female,5504.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,163.0,Wayne County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),53500.0,75,739.0,525.0,14.970000267028809,1543.0,192.0
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,70.0,2,Asian,2,Female,4053.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,161.0,Washtenaw County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),88300.0,178,1899.0,1712.0,23.61000061035156,5316.0,207.3300018310547
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,167.0,5,White,1,Male,1969.0,2,Not Hispanic or Latino,5,White,2,Female,125.0,Oakland County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),79600.0,309,1194.0,1059.0,36.7599983215332,3452.0,144.17999267578125
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,45.0,5,White,2,Female,9602.0,2,Not Hispanic or Latino,5,White,1,Male,31.0,Cheboygan County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,55800.0,56,1340.0,730.0,8.680000305175781,2778.0,60.93000030517578
